title,heading,content,tokens
A76 E.A.T. booklet,Q23626,"AGENTS

A Council of Agents, will, according to their authority and sympathy, use their influence in behalf of E. A.T. These individuals will be selected from industry, labor, politics, the technical community and the arts.

The Agents will assist E.A.T. with issues and problems of a special nature and will be contacted as individuals.

",77
A76 E.A.T. booklet,Q23627,"LOCATION

The administrative offices of E.A.T. will be located at 49 East 68th Street in a building owned by the American Foundation on Automation and Employment, known as Automation House. Automation House will be equipped with the most advanced technical facilities for seminars, meetings, bullsessions, performances, demonstrations and presentations of art works resulting from the collaboration of artists and engineers.

E.A.T. also maintains 5000 square feet of space at 9 East 16th Street for use of engineers and artists.

ADMINISTRATION

E.A.T.'s administration will consist of an Executive Director, an assistant, secretarial staff, an artists' coordinator and an engineer.

A number of committees formed among member engineers will handle E.A.T.'s various technical relations.

Some of the responsibilities of the Executive Director are to:

Establish an effective working relationship with industry and submit proposals to industry for support.

Recruit member engineers and handle relations with the professional technical community.

Coordinate talks, demonstrations, bullsessions, and tours for artists.

Work for the professional status of the collaborating engineer.

Publish the Newsletter.

Handle artists' applications and match artists and engineers.

Coordinate and initiate special projects and exhibitions.

",275
A76 E.A.T. booklet,Q23624,"PROGRAM

Industry

Obtain active involvement and support from industrial leadership, management of research and development laboratories and labor organizations.

Seek industry's full sponsorship of projects in terms of materials engineering time and facilities.

Present technically realizable projects and areas of exploration to industry.

Work for the involvement of the employees of industry in the products of the artist-engineer collaboration.

Engineers

In the technical community, establish a positive awareness of the artists' role in contemporary society.

Work for the professional recognition within the technical and art communities of the contribution of the engineer in the artist-engineer collaboration.

Artists

Assume the responsibility of bringing the artist into an effective, rapid and permanent contact with technical processes and the engineers who are responsible.

Maintain the artists' freedom in determining the character and esthetics of his work within physical limitations.

",189
A76 E.A.T. booklet,Q23625,"SUPPORTING MEMBERS AND PATRONS

An industry, labor union, engineering society, school or any other interested organization can become a SUPPORTING MEMBER of E.A.T. if it:

Makes a yearly contribution of $1,000 for the administrative costs of E.A.T.

Appoints a man or committee who will act as contact to E.A.T. representing the supporting member.

Considers and sponsors technical projects and suggestions for areas of investigation.

All patents, commercial ideas and other benefits that may derive from the artist-engineer collaboration will be the property of the supporting member under who se sponsorship the patent, commercial idea or other benefit was developed.

E.A.T. will, on request, arrange exhibitions, performances and talks on the premises of the supporting member.

By a yearly contribution of $1,000, individuals may become SUPPORTING PATRONS of E.A.T.

A subscription form is enclosed.

",214
A76 E.A.T. booklet,Q23630,"COUNCIL OF AGENTS

(In Formation)

Mr. Robert O. Anderson, Chairman of the Board, Atlantic Richfield Corporation Mr. Alfred H. Barr, Former Director of Museum Collections, Museum of Modern Art, New York Mr. John Cage, Composer Mr. Jacob K. Javits, U. S. Senator Mr. Philip C. Johnson, Architect Dr. Gyorgy Kepes, Professor of Visual Design, Massachusetts Institute of Technology Mr. Lane Kirkland, Executive Assistant to the President, AFL-CIO Dr. John R. Pierce, Executive Director, Research, Communication Sciences Division, Bell Telephone Laboratories, Incorporated Mr. Walter W. Straley, Vice President, Public Relations, American Telephone & Telegraph Company Mr. Harry Van Arsdale, Jr., President, Central Labor Council

",169
A76 E.A.T. booklet,Q23631,"SUBSCRIPTION

We agree to become a Supporting Member of Experiments in Art and Technology, Incorporated (also known as E.A.T.) Enclosed is our annual contribution of $1,000.

Company _______

By ________

Address __________

Experiments in Art and Technology, Incorporated is a non-profit, tax-exempt foundation incorporated in New York in 1966. The tax-exempt determination letter is included.

Experiments in Art and Technology, Incorporated 9 East 16th Street New York, New York 10003

",121
A76 E.A.T. booklet,Q23628,"PROCESSING OF ARTISTS' TECHNICAL REQUESTS

Matching Engineers and Artists:

An administrator will receive and initially sort the artists' requests into areas of needed technical guidance. Members of the engineering Standing Committee will examine the requests at regular intervals and suggest matches between engineers and artists. They will then place the request with a project engineer.

Actions of the Project Engineer:

The project engineer will contact the artist to discuss the project and provide information. He will acknowledge meeting the artist by sending a brief report on the project to E.A.T. At this point he will then either (1) help the artist if he can, or (2) write it up as a project for industry and forward it to the Standing Committee. The project engineer will become the promoter of the project in guiding it through industry.

INDUSTRIAL PROJECTS

Industrial Projects can be dealt with as follows:

Artists meet with engineers on a single visit basis.

Artists reside on industrial premises for a predetermined period.

Production of a work according to artists specifications.

If the Supporting Member company cannot finance the artists' request, E.A.T. will seek funds for the project.

",263
A76 E.A.T. booklet,Q23629,"U. S. TREASURY DEPARTMENT INTERNAL REVENUE SERVICE DISTRICT DIRECTOR P.O. BOX 3100 NEW YORK, N.Y. 10018

Tel:264-3249 IN REPLY REFER TO Form L-178 AU:[???]607:GB

October 28, 1966

N-66-EO- 563

PURPOSE Scientific & Charitable ADDRESS INQUIRIES & FILE RETURNS WITH DISTRICT DIRECTOR OF INTERNAL REVENUE Manhattan FORM 990-A REQUIRED YES NO ACCOUNTING PERIOD ENDING F/Y/B 8/31

Experiments in Art and Technology, Inc. c/o Mr. Franklin Konigsberg 52 East 66th Street New York, New York

Gentlemen:

On the basis of your stated purposes and the understanding that your operations will continue ds evidenced to date or will conform to those proposed in your ruling application, we have concluded that you are exempt from Federal income tax as an organization described in section 501(c)(3) of the Internal Revenue Code, Any changes In operation from those described, or in your character or purposes, must be reported immediately to your District Director for consideration of their effect upon your exempt status. You must also report any change in your name or address.

You are not required to file Federal income tax returns so long as you retain an exempt status, unless you are subject to the tax on unrelated business income imposed by section 511 of the Code, in which event you are required to file Form 990-T. Our determination as to your liability for filing the annual information return, Form 990-A, is set forth above. That return, if required, must be filed on or before the 15th day of the fifth month after the close of your annual accounting period indicated above.

Contributions made to you are deductible by donors as provided in section 170 of the Code. Bequests, legacies, devises, transfers or gifts to or for your use are deductible for Federal estate and gift tax purposes under the provisions of section 2055, 2106 and 2522 of the Code.

You are not liable for the taxes imposed under the Federal Insurance Contributions Act (social security taxes) unless you file a waiver of exemption certificate as provided in such act. You are not liable for the tax imposed under the Federal Unemployment Tax Act. Inquiries about the waiver of exemption certificate for social security taxes should be addressed to this office, as should any questions concerning excise, employment or other Federal taxes.

This is a determination letter.

Very truly yours,

[??????] District Director

If distributions are made to individuals, case histories should be kept in accordance with the provisions of Revenue Ruling 56-30, Cumulative Bulletin 1956-2, Page 306.

",596
"A113 Facsimile of “Art and Science Proclaim Alliance in Avant-Garde Loft”, The New York Times, Wednesday, October 11, 1967",Q23634,"In a sound-drenched Lower Manhattan loft building that was enlivened by revolving painted disks, film projections, floating pillows and miniskirted girls in paper smocks, representatives of industry and labor joined a number of artists and scientists yesterday to proclaim a ""working alliance"" between art and technology. This modest and uncertain gap between the two worlds. It is intended to bring modern technological tools to the artist for creating new art forms and fresh insights and viewpoints to the engineer for creating a ""people-oriented"" technology. The event was celebrated at news conference ""happening"" in the six-story loft building at 381 Lafayette Street used for studio poses by Robert Rauschenberg, the avant-garde artist. 

",151
"A113 Facsimile of “Art and Science Proclaim Alliance in Avant-Garde Loft”, The New York Times, Wednesday, October 11, 1967",Q23635,"Kheel's 'Biggest Mediation' Mr. Rauschenberg, along with Dr. Billy Klüver, an electronics engineer who is specializing in laser research at the Bell Laboratories, and Theodore W. Kheel, the lawyer-labor mediator, are prime movers in the art-technology merger. ""For me,"" said Mr. Kheel, ""this is the biggest mediation I've ever undertaken."" Among the art objects on display was a large drawing of a nude generated by a computer. Masterminded by two engineers, L. D. Harmon and K. C. Knowlton, this project involved the making of a transparency from a photograph and scanning it with a device operating like a television camera. The information on the transparency was then stored on magnetic tape in the form of pulses standing for digits, with the brightness level of the picture elements represented by numbers ranging from 0 to 7. After processing all the numbers, the computer printed a drawing of micropatterns formed by clusters of symbols used in electronic design. Visitors at the studios were intrigued by a sculptural representation of a woman a shower. As droplets of from water dripped the shower-head in a white stall, moving-picture images of the woman were registered by a projector behind the stall on a sand-blasted Plexiglass panel. 

",274
"A83 E.A.T. News, June 1, 1967",Q23632,"E.A.T. NEWS
 Volume 1, No. 2
 June 1, 1967
 Experiments in Art and Technology, Inc.
 9 East 16th Street, N.Y., N.Y. 10003
 The purpose of Experiments in Art and Technology, Inc. is to catalyze the inevitable active involvement of industry, technology, and the arts. E.A.T. has assumed the responsibility of developing an effective collaborative relationship between artists and engineers.
 E.A.T. will guide the artist in achieving new art through new technology and work for the professional recognition of the engineer's technical contribution within the engineering community.
 Engineers are becoming aware of their crucial role in changing the human environment. Engineers who have become involved with artist's projects have perceived how the artist's insight can influence his directions and give human scale to his work. The artist in turn desires to create within the technological world in order to satisfy the traditional involvement of the artist with the revelant forces shaping society. The collaboration of artist and engineer emerges as a revolutionary contemporary sociological process. 
 Initially, a successful working relationship between artists and engineers will require that each operate freely within his own environment. The function of E.A.T. is to create an intersection of these environments. 
 To ensure a continued fruitful interaction between a rapidly advancing technology and the arts, E.A.T. will work for a high standard of technical innovation in collaborative projects.
 E.A.T. is founded on the strong belief that an industrially sponsored, effective working relationship between artists and engineers will lead to new possibilities which will benefit society as a whole.
 Billy Klüver
 Robert Rauschenberg
",348
"A113 Facsimile of “Art and Science Proclaim Alliance in Avant-Garde Loft”, The New York Times, Wednesday, October 11, 1967",Q23633,"The New York Times

WEDNESDAY, OCTOBER 11, 1967

49

Art and Science Proclaim Alliance in Avant-Garde Loft

By HENRY R. LIEBERMAN

",48
"A113 Facsimile of “Art and Science Proclaim Alliance in Avant-Garde Loft”, The New York Times, Wednesday, October 11, 1967",Q23638,"A Natural Marriage He has advised sculptors on how to build self-exploding contraptions, helped painters add neon lights and motors to their works, and provided them with amplifiers, oscillators, synthesizers, image producers and various kinds of electronic detectors to extend their range. To Dr. Klüver, it is a natural marriage. Technology supplies new techniques the materials, new and new imagery to artist. In return, technology gets from the artist new outlooks that make it ""more human, more varied, more lifelike, if you wish."" Robert Rauschenberg, the 41-year-old soft-spoken ex-Texan who has been called an artistic enfant terrible, agrees that technology has bountiful gifts to offer the artist. Far from fearing it, he finds it an ""exciting challenge."" 

",172
"A113 Facsimile of “Art and Science Proclaim Alliance in Avant-Garde Loft”, The New York Times, Wednesday, October 11, 1967",Q23639,"'No Place Is Safe' ""If you don't accept technology you better go to another place because no place here is safe."" Asked what made technology so exciting for him, he replied: ""Nobody knows the kind of art that will be created if two or three men in diverse fields become collaborators."" About 370 artists already have written to Dr. Klüver and Mr. Rauschenberg seeking technical assistance for projects they have in mind. The letters include requests for information on synthetic fabrics, pigments, enamel finishes, translucent spheres, micro-organisms, electromagnetics, ""slow chemical destruction of objects,"" ""extending the range of sensory perception"" and an ""efficient way"" to make paintings appear and disappear. Mr. Rauschenberg himself has project in mind with a problems that he has not yet been able to solve technically. He envisages a room ""that would be responsive to weather, to people viewing it, to traffic, noise and light."" This he sees as the art of the future. ""Nobody wants to paint rotten oranges anymore,"" he said.

",220
"A113 Facsimile of “Art and Science Proclaim Alliance in Avant-Garde Loft”, The New York Times, Wednesday, October 11, 1967",Q23636,"Rauschenberg's 'Oracle' Another sculptural construction was a sound-emitting assembly consisting of a tire, truck door, window frame, bathtub and air vent. This is Mr. Rauschenberg's ""Oracle."" Five radios are used, with the tuning dial of each being rotated by motor. Thus, each radio picks up snatches of the broadcasts of all the local radio stations. To eliminate wiring from assembly components to the central pick-up point, signals from the radios are relayed to the components by small FM transmitters. Last year an artist-engineer collaboration called ""Nine Evenings: Theater and Engineering"" left the art critics bewildered. A few visitors at the Lafayette Street show also looked with puzzlement on ""Oracle."" But the show sponsors emphasized that it was the idea of collaboration, and not a specific art work, that counts most. 

",179
"A113 Facsimile of “Art and Science Proclaim Alliance in Avant-Garde Loft”, The New York Times, Wednesday, October 11, 1967",Q23637,"Contributions Are Listed While 20 helium-filled pillows floated eerily in a two-story room called ""the Chapel,"" the need for bringing artist and technologist together was stressed in speeches by Senator Jacob K. Javits, a traditionalist who sees merit in modern art; Ralph C. Gross, president of the Commerce and Industry Association; Edwin Langsam, film projection supervisor of the American Telephone and Telegraph Company; Herman D. Kenin, head of the A.F.L.-C.I.O.'s new Scientific, Professional and Cultural Employees Council, and Dr. Warren Brodey, a psychiatrist, of the Massachusetts Institute of Technology. A.T.& T., the International Business Machines Company, the Atlantic Richfield Corporation and various labor groups are among the organizations that have made $1,000 contributions for furthering the cooperation between artists and engineers. But Mr. Gross urged industry to enlarge ""the less than 3 cents of each corporation-contribution dollar that goes to the arts."" ""Along with its obligation to be a profit-maker for its owners, the modern business corporation has an obligation to be a good citizen in the community,"" he said. ""As a basic part of this obligation, the corporation must examine carefully its responsibility to support the arts."" In explaining the unions' interest in art and engineering, Mr. Kenin, who is head of the musicians' union, said that union members were concerned about a ""growing chasm"" between disciplines, the ""growing impersonalization"" of work and the frustrations faced by many individuals in seeking to make ""valuable contributions."" He noted that union members were also consumers, members of audiences and citizens concerned with the quality of society. The event served to dramatize a drive to win organizational support for the art-technology merger and to mark the transfer of Еxperiments in Art and Technology, Inc., a nonprofit organization of artists and engineers, to the new Automation House being prepared at 49 East 69th Street. Automation House will be the center of the American Foundation on Automation and Employment, headed by Mr. Kheel and concerned with human problems caused by automation -- notably the problem of individual ""isolation."" Dr. Brodey, who heads M.I.T.'s science camp. for underprivileged youngsters, noted that new technologies had opened large new areas of creativity. While the industrial revolution ""averaged the people,"" he said, the great strides made in science and engineering had opened ""a new potential for living in a personalized environment if we merely can think our way out of the old mass-production mentality."" He added: ""It is the artist who has the capacity to make personalized products that grow in meaning as they become more familiar. The artist has learned to use as his material the familiar that is outside the 'accepted system.' By his slight shifts, relevance and meaning emerge from the hackneyed."" Dr. Klüver, the laser specialist, stressed his belief that the art-technology merger should primarily be aimed at ""catalyzing the individual's responsibility for the new technology."" In pursuing this end, the 40-year-old scientist, a thin, blond man who came here from Sweden in 1954, has long assisted artists in developing new modes of expression. 

",671
A116 Postcard with Geisha from Yoshiaki Tōno to RR,Q23643,"Dear Bob,
 One of my best friends, SATO, gifted system engineer, in going to N.Y (May 15th). He is interested in EAT activities. I gave him your phone number. So please be kind to show him something. Expo 70' is becoming bureaucratic mess.
 TONO
",65
"A113 Facsimile of “Art and Science Proclaim Alliance in Avant-Garde Loft”, The New York Times, Wednesday, October 11, 1967",Q23640,"The New York Times (by Neal Boenzi) Dr. Billy Klüver, electronics engineer specializing in laser research, arranges helium-filled pillows.

Senator Jacob K. Javits speaking yesterday at gathering at 381 Lafayette Street. A traditionalist, the New York Republican nevertheless finds merit in modern art.

Drawing of nude above was generated by a computer under direction of L. D. Harmon and K. C. Knowlton, engineers. Black square encloses the detail shown.

Robert Rauschenberg, the artist, says, ""If you don't accept technology, you better go to another place.""

",134
A115 Postcard with Monkeys from Yoshiaki Tōno to RR,Q23641,"Dear Bob,
 Here is our Gold Standard again. I enjoyed writing [?] about the Interview. I work hander for Expo 70; museum plaza performances etc. Well need your collaboration soon. 
 I miss you and your disciples.
 TONO
",53
A119 9 Evenings press briefing announcement,Q23646,"NINE EVENINGS: THEATER AND ENGINEERING
 press briefing
 4:30 p.m., Thursday, September 29th
 at Bob Rauschenberg's studio
 381 Lafayette Street
 New York City
 R.S.V.P. 
 BU 8-6286
",63
A119 9 Evenings press briefing announcement,Q23647,"Cecil Coker
 Alex Hay
 Steve Paxton
 Deborah Hay
 R[????]
 Billy Klüver
 Peter Hirsch
 Per Bjorn
 Bob Kieronski
 Bob Rauschenberg
 [???????????]
 L.J. R[????]
 Yvonne Rainer
 Lucinda Childs
 David Tudor
 Dick Wolff
 Fred Waldhauer
 John Cage
",86
A230 E.A.T. project description,Q23650,"SYNTHETIC SPEECH {Synthetic Speech}
 
 DEBBY'S INTENTIONS, AS I UNDERSTOOD THEM, WERE TO PRODUCE A MECHANICAL DIALOGUE OF THE TRIVIAL EXCHANGES THAT SOMETIMES OCCUR BETWEEN TWO PEOPLE WHO MEET ON THE STREET WITH NOTHING TO TALK ABOUT, BUT NOT THE SENSE TO PART WITHOUT CONVERSING. I USED A SPEECH SYNTHESIZER THAT PETE CUMMISKEY AND I DESIGNED FOR OUR WORK AND A COMPUTER PROGRAM WRITTEN BY FRED COOPER. 
 
 SINCE FRED'S PROGRAM WAS A SHORT SUMMER PROJECT, IT WAS MISSING A NUMBER OF BASIC SPEECH SOUNDS (PHONEMES) AND DID NOT HAVE MEANS OF PROVIDING AUTOMATICALLY TIMING AND INTONATION NECESSARY FOR PROPER STRESS PATTERNS. THESE HAD TO BE SUPPLIED BY HAND FROM KNOBS THAT COULD BE READ BY THE COMPUTER AND USED TO MODIFY PARAMETERS AS ONE LISTENED TO REPETITIONS OF THE SYNTHESIZED SPEECH. THESE RESTRICTIONS, AND OUR NEED TO FINISH THE PROJECT IN A REASON- ABLE TIME PROVIDED NATURAL CONSTRAINTS TO PRODUCE THE KIND OF STILTED MECHANICAL SPEECH DEBBY WANTED. 
 
 
 ARTIST: DEBORAH HAY 
 ENGINEER: CECIL COKER 
 PRESENTATION: STEVE PAXTON
",373
A234 E.A.T. project description,Q23651,"FLOATS 
 
 EXPANDABLE POLYSTYRENE ""FLOATS"" ON ALUMINUM CHASSIS PROPELLED BY 6-VOLT DC TIMING MOTORS. WHEN ENCOUNTERING AN OBSTACLE, THE UNDERCARRIAGE CONTINUES FORWARD MOTION TRIPPING A MICROSWITCH WHICH REVERSES POLARITY AND HEADS THE FLOAT OFF IN THE OPPOSITE DIRECTION. 
 
 AVERAGE SPEED IS 6 INCHES PER MINUTE. 
 
 ARTIST: ROBERT BREER
",132
A238 E.A.T. project description,Q23648,"LIGHT SCULPTURES {Light Sculptures}
 
 IN THESE SCULPTURES, THE REQUIRED SHARP, BRIGHT LIGHT BEAMS WERE OBTAINED BY USING HELIUM-NEON GAS LASERS {Helium-neon Gas Lasers}. THE BRIGHT RED LASER BEAM IS DIRECTED VERTICALLY UPWARDS NEAR THE ROOM CENTER WHERE IT STRIKES A RAPIDLY ROTATING MIRROR TILTED AT 45 DEGREES. THIS CAUSES THE LASER BEAM TO SWEEP HORIZONTALLY ABOUT THE ROOM, THEREBY DRAWING WHAT APPEARS TO BE A NARROW CONTINUOUS RED LINE ALONG THE WALLS. TO ACHIEVE A GROWING AND SHRINKING EFFECT, THE BEAM IS PARTIALLY INTERCEPTED BY CYLINDRICAL, RAMP-LIKE MASKS WHICH, AS THEY RISE OR FALL, INTERSECT A GROWING OR DECREAS- ING FRACTION OF THE ROTATING BEAM'S CIRCULAR ARC. TO ACHIEVE A RANDOMLY UNDULATING LINE OF LIGHT ALONG THE WALL, THE BEAM IS PASSED THROUGHA CLEAR GLASS CYLINDER WHICH HAS A SLIGHTLY RIPPLED SURFACE. THE SHAPE OF THIS UNDULATING LINE ALONG THE WALL CHANGES SLOWLY AS THE GLASS CYLINDER RISES OR FALLS. 
 
 ARTIST: ROBERT WHITMAN {Robert Whitman}
 ENGINEERS {engineer}: ERIC RAWSON, LARRY HEILOS
 
",372
A225 E.A.T. project description,Q23649,"""MAN AND HIS WORLD"" COMPUTER FILM 
 
 ""MAN AND HIS WORLD"" IS A 50 SECOND COMPUTER-PRODUCED FILM MADE BY PROGRAMMING IN THE BEFLIX LANGUAGE*. THE PROGRAM WAS RUN ON AN IBM 7094 COMPUTER, WHOSE OUTPUT WAS THEN FED, VIA MAGNETIC TAPE, TO THE STROMBERG- CARLSON 4020 MICROFILM PRINTER WHICH ACTUALLY EXPOSED THE 35 MM FILM. EACH FRAME IS ACTUALLY A 252 x 184 RECTAN- GULAR ARRAY OF TINY ALPHABETIC CHARACTERS PRODUCED BY THE 4020's CHARACTRON TUBE. THE ORIGINAL FILM WAS BLACK AND WHITE; SOUND AND COLOR EFFECTS WERE ADDED BY NORMAL METHODS IN A MOVIE LAB. KEN KNOWLTON DEVELOPED THE SPECIAL SET OF SUBROU- TINES -- ESSENTIALLY AN EXTENSION TO THE BASIC BEFLIX LANGUAGE TO FACILITATE THE PRODUCTION OF THE MANY VISUAL EFFECTS: KALEIDOSCOPIC PATTERNS, FRINGER, AND SPECIAL ZOOMS, DISSOLVES AND LETTER FONTS. STAN VANDERBEEK THEN PRODUCED THE FILM BY WRITING ABOUT 100 LINES OF PROGRAM IN TERMS OF THESE SUBROUTINES. 
 
 
 ARTIST: STAN VANDERBEEK ENGINEER: K.C.KNOWLTON 
 
 *DEVELOPED AT BELL TELEPHONE LABORATORIES BY K.C.KNOWLTON
 
 
",390
A223 E.A.T. project description,Q23662,"""BILL HARPER 1967"" IS A PHOTOGRAPH ON PLEXIGLASS. THE ARTIST AND THE ARCHITECT DEVELOPED THE MAIN CONCEPT OF TECHNIQUE AND IMAGE. THE COLLABORATING ENGINEERS ASSISTED IN THE DEVELOPMENT OF THE TECHNICAL PROCESS REQUIRED AND THE APPROPRIATE CHOICE OF CAMERA, FILM AND LIGHTING TO ACHIEVE THE RIGHT END RESULT.
",106
Julie Martin Oral History Transcript,Q20368,"Q: I’m not trained as an oral historian. I’m a literature professor. But sometimes there’s a fetishism in oral history of the anecdote, of the neat little—almost like a pre-made joke with a punch line. That’s not the only way that memory works.",66
Julie Martin Oral History Transcript,Q20369,"An interview with Julie Martin: You have ideas about it. I mean, it’s my idea. Maybe, who knows if somebody else has said it? That’s not the point.",41
Julie Martin Oral History Transcript,Q20372,"An interview with Julie Martin: Yes, I thought that was interesting that you were also asking people about themselves too. Not just about Bob because it’s his world as well. That’s part of him—the people he knew and the people he worked with.",56
Julie Martin Oral History Transcript,Q20383,"Q: The drummer might be playing as lyrically and melodically as the horn player or the pianist. The pianist might be playing percussion, you know? They might, when they’re playing together, also to a certain degree, be playing each other’s instrument.",60
Julie Martin Oral History Transcript,Q20381,"Q: I teach a lot of jazz and literature. I teach in the Center for Jazz Studies at Columbia. There are people like Cecil Taylor and the artists of this same generation. There’s a famous journalist’s description of Cecil Taylor’s piano playing that describes it as eighty-eight tuned drums. There are people who talk about Max Roach, the drummer, as the most melodic drummer.",85
Julie Martin Oral History Transcript,Q20384,"An interview with Julie Martin: Right. Exactly. It was not collaboration but Billy was involved in Black Market, in the sense that Pontus had asked Billy to be the American agent to help organize the American contribution to a show he was organizing, Art in Motion [1961]. It went first to the Stedelijk Museum in Amsterdam and then to Moderna Museet in Stockholm. Billy helped Pontus visit some of the older artists who had been involved in movement—[Naum] Gabo gave Billy his 1920 sculpture [Kinetic Construction (Standing Wave), 1919–20] to restore for the show; [Alexander] Calder gave Pontus a model of The Four Elements [1961], which Pontus constructed in the courtyard in front of the museum, and they found Moholy-Nagy’s [Das] Lichtrequisit [Light Prop for an Electric Stage, 1930] in storage at the Busch-Reisinger Museum at Harvard. 
 And then Billy asked some of the artists whom he was beginning to know in New York to be part of the exhibition. Richard Stankiewicz made a sculpture, The Apple [1961]. Jasper Johns lent an earlier work, Thermometer [1959]. And Bob made Black Market especially for the show. 
 I think he said that the art moves in and out of the piece. Visitors were supposed to take small objects from the suitcase attached to the painting, add something of their own and record it on the lists on clipboards attached to the surface of the painting. And as you said, people took objects and didn’t add anything of their own. I saw a telegram Pontus sent to Billy asking him to ask Bob to send more objects to Stockholm for the opening at Moderna Museet because people in Amsterdam had taken all the ones there. I don’t think Black Market fared too much better in Stockholm.",389
Julie Martin Oral History Transcript,Q20388,An interview with Julie Martin: No. But I do think Billy never thought that he was an artist. He never did. He said it was always a danger if the accountant or the engineer thought he was the artist. The collaboration wouldn’t work if people didn’t recognize what’s an aesthetic decision and respect it and respect the artist and trust the artist. I think he was quite extraordinary and unique in that way.,89
Julie Martin Oral History Transcript,Q20395,"An interview with Julie Martin: But it’s very important. I think there was a lot of collaboration between Bob with his curators—choosing the work. Which works do you choose? Was Bob involved? I don’t know. I agree with you. I think it’s another process that the artist is involved in. There, the curator probably has a little bit more to say because they start out by, “Well, let’s place this, this, and this.”",107
Julie Martin Oral History Transcript,Q20392,"An interview with Julie Martin: Somebody’s talking to him. You could ask them to ask that question. One of the collaborations is when you’re setting up a show. How much the artist is involved and Bob— when he was doing that—that was a huge collaboration. Some of the people that worked with him on artworks. Prints—some of the people at Gemini [G.E.L., Los Angeles] or ULAE [Universal Limited Art Editions, West Islip, New York].",108
Julie Martin Oral History Transcript,Q20396,"Q: It’s not worrying me. It’s a very interesting thing—where that boundary is of what an aesthetic decision is and how you mark that off. To me—part of what’s new for me is that I associate, as I was saying, this group of artists, or this generation, with a breakdown of my certainty about where art starts. Even the pieces you’ve just mentioned, like Soundings or Solstice, I feel like by bringing the viewer into the process of shaping the environment, part of what they’re saying to the viewer is, “You are a participant in the aesthetic decision-making of inhabiting the piece. You’re deciding when the sliding doors close or you’re deciding, by whether you make noise or don’t make noise, whether you can see something.” That to me is saying, “Come into the aesthetic decision. You can make an aesthetic decision too.” That’s why I’m hesitating at the idea that there’s—",223
Julie Martin Oral History Transcript,Q20400,"An interview with Julie Martin: No, it’s a beautiful piece to experience—to see the lights changing and the images of the chairs tumbling through space—but interacting with it over a long period of time is not easy. Some people have played their violin to it or sung to it. Maybe you’re creating that work of art. It’s true. You’re creating a specific experience, anyway. The art is there to give you an experience. You are creating the experience. It’s also Bob’s idea of collaboration. He invites the viewer to collaborate with him on creating the experience of the work. So not only does he collaborate with his materials and with the people working with him, he collaborates with his future viewers. But at the same time he gives them the responsibility for completing the piece. It’s up to the individual how much he or she wants to commit to working with the piece.
 I think you do have a really interesting point, but I think the answer is that the artist has already conditioned the limits of what decisions you, the viewer, can make. You can talk or not talk. If you come into the space and silently stand on your head, then you will see yourself in the mirror, but you won’t activate the lights. Maybe I’m being pedantic, I don’t know. You can walk into it, or you cannot walk into it. You can’t switch the doors around. You can’t have it not work.",320
Julie Martin Oral History Transcript,Q20404,"An interview with Julie Martin: But I give you your point. I see your point. I think you’re right. I mean the viewer extends the work. You’re back to Bob’s idea of extending the life of the work. If the work can change anytime someone sees it and it becomes different, then you’re really extending the life of it and making it new and fresh each time somebody else comes. That’s an aesthetic that you want. You want that aesthetic rather than a painting that just sits.",112
Julie Martin Oral History Transcript,Q20410,"An interview with Julie Martin: Well, of course. That’s going from Duchamp’s idea that the viewer completes the work of art. That it’s not complete until somebody sees it and then the act of seeing it completes it.
 That brings the viewer in. I think you are part of the aesthetic decision but within a really narrow range. The artist has conditioned the experience. It’s not like you can do anything. It’s like you walk into Soundings and of course you can remain silent. And if so, then your experience is to see yourself in the mirror. You see yourself as part of the visual image of the piece. If you talk to it or to another person in the room, then you see the lights illuminating the silkscreened chairs. Then if you sing, you get something different. But nothing moves, like Solstice.
 I also think that an important part of a work is what the artist chooses not to do or not to put in it. For Soundings, Bob decided to use only images of a wooden chair, maybe one that had been in his kitchen for a long time. He took many photographs of it and when the lights come on in Soundings it does look as if the chair is tumbling around, but it’s only one chair. That is an aesthetic decision. He made it in black and white. All these—what I call limitations—lead to a singularity and purity amid the multiplicity of lights going off and on as people talk or sing to it. Of course, it was an aesthetic decision that Bob wanted the triggering devices for the lights to respond differently to different people. But he left it up to the engineers, Fred Waldhauer and Cecil [H.] Coker, to figure out how to split the sound spectrum and choose the placement of the microphones, et cetera.
 I see it being about responsibility and commitment. The artist offers you the opportunity to participate in the experience of the work. He makes the experience available to you. It’s up to you how much of your time, energy, intellect you want to commit to experiencing the work—to discovering it in, if not all, at least many, of its dimensions. And it’s an interesting question about interactive art in the sense that people can’t do it for very long. It’s really interesting how long a viewer will talk or clap their hands or sing to Soundings.",513
Julie Martin Oral History Transcript,Q20411,"An interview with Julie Martin: Right. But, of course, a painting is always new every time you see it. Very few paintings you can remember to the point of saying, “Oh I’ve seen everything there is to see.” I mean, if you’re being serious about it. Maybe a monochrome, maybe the White Paintings [1951]. But the shadows change on them; the light in the room changes. They’re always different, you know?
 It reminds me of the first request Bob made to Billy, when they began to work together in the early sixties—how Bob understood how he could use the technology that Billy offered. Billy has written that Bob wanted to create a room that reacted to the person coming into it—the lights, sound, smell, shape, et cetera would react to the individual. A work that changed, responding to each individual. What Bob envisioned was beyond the technology of the day, but over the next years he explored—with his engineering collaborators—the possibilities that the technology could offer him.",223
